"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BROGW","Twelve Seas Investment Company","0.5599","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/brogw"
"BROG","Twelve Seas Investment Company","10.28","$275.29M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/brog"
"BRO","","","","","","",""
"BRN","","","","","","",""
"BRMK","","","","","","",""
"BRLIW","","","","","","",""
"BRLIU","","","","","","",""
"BRLIR","","","","","","",""
"BRLI","","","","","","",""
"BRKS","","","","","","",""
"BRKR","","","","","","",""
"BRKL","","","","","","",""
"BRID","","","","","","",""
"BRG","","","","","","",""
"BRFS","","","","","","",""
"BRF","","","","","","",""
"BRC","","","","","","",""
"BRBS","","","","","","",""
"BRBR","","","","","","",""
"BR","","","","","","",""
"BQ","","","","","","",""
"BPYUP","","","","","","",""
"BPYU","","","","","","",""
"BPYPP","","","","","","",""
"BPYPO","","","","","","",""
"BPYPN","","","","","","",""
"BPY","","","","","","",""
"BPTH","","","","","","",""
"BPT","","","","","","",""
"BPRN","The Bank of Princeton","28.66","$193.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bprn"
"BPOPN","Popular, Inc.","26.41","$316.92M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopn"
"BPOPM","Popular, Inc.","26.43","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopm"
"BPOP","Popular, Inc.","55.31","$5.35B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpop"
"BPMP","","","","","","",""
"BPMC","","","","","","",""
"BPFH","","","","","","",""
"BP","","","","","","",""
"BOXL","","","","","","",""
"BOX","","","","","","",""
"BOWXW","","","","","","",""
"BOWXU","","","","","","",""
"BOWX","","","","","","",""
"BOUT","","","","","","",""
"BOTZ","Global X Robotics & Artificial Intelligence ETF","21.45","$1.48B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/botz"
"BOTJ","","","","","","",""
"BOSS","","","","","","",""
"BOSC","","","","","","",""
"BORR","","","","","","",""
"BOOT","","","","","","",""
"BOOM","","","","","","",""
"BOND","","","","","","",""
"BOMN","","","","","","",""
"BOKFL","","","","","","",""
"BOKF","","","","","","",""
"BOIL","","","","","","",""
"BOH","","","","","","",""
"BOE","","","","","","",""
"BOCT","","","","","","",""
"BOCH","","","","","","",""
"BNY","","","","","","",""
"BNTX","","","","","","",""
"BNTC","","","","","","",""
"BNSO","","","","","","",""
"BNS","","","","","","",""
"BNR","","","","","","",""
"BNOV","","","","","","",""
"BNO","","","","","","",""
"BNL","","","","","","",""
"BNKZ","","","","","","",""
"BNKU","","","","","","",""
"BNKO","","","","","","",""
"BNKD","","","","","","",""
"BNGOW","","","","","","",""
"BNGO","","","","","","",""
"BNFT","","","","","","",""
"BNED","","","","","","",""
"BNDX","Vanguard Total International Bond ETF","58.16","$24.29B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndx"
"BNDW","Vanguard Total World Bond ETF","79.9319","$237.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndw"
"BNDC","","","","","","",""
"BND","Vanguard Total Bond Market ETF","84.29","$47.44B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bnd"
"BMY","","","","","","",""
"BMTC","","","","","","",""
"BMRN","","","","","","",""
"BMRC","","","","","","",""
"BMRA","","","","","","",""
"BMO","","","","","","",""
"BMLP","","","","","","",""
"BMI","","","","","","",""
"BMEZ","","","","","","",""
"BMED","","","","","","",""
"BME","","","","","","",""
"BMCH","","","","","","",""
"BMAY","","","","","","",""
"BMAR","","","","","","",""
"BMA","","","","","","",""
"BLX","","","","","","",""
"BLW","","","","","","",""
"BLV","","","","","","",""
"BLUE","","","","","","",""
"BLU","","","","","","",""
"BLSA","","","","","","",""
"BLRX","","","","","","",""
"BLPH","","","","","","",""
"BLOK","","","","","","",""
"BLNKW","","","","","","",""
"BLNK","","","","","","",""
"BLMN","","","","","","",""
"BLL","","","","","","",""
"BLKB","","","","","","",""
"BLK","","","","","","",""
"BLIN","","","","","","",""
"BLI","","","","","","",""
"BLHY","","","","","","",""
"BLFS","","","","","","",""
"BLES","","","","","","",""
"BLE","","","","","","",""
"BLDR","","","","","","",""
"BLDP","","","","","","",""
"BLDG","","","","","","",""
"BLD","","","","","","",""
"BLCT","","","","","","",""
"BLCN","Reality Shares Nasdaq NextGen Economy ETF","24.84","$67.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/blcn"
"BLCM","","","","","","",""
"BLBD","","","","","","",""
"BL","","","","","","",""
"BKYI","","","","","","",""
"BKU","","","","","","",""
"BKTI","","","","","","",""
"BKT","","","","","","",""
"BKSE","","","","","","",""
"BKSC","","","","","","",""
"BKSB","","","","","","",""
"BKR","","","","","","",""
"BKNG","","","","","","",""
"BKN","","","","","","",""
"BKMC","","","","","","",""
"BKLN","","","","","","",""
"BKLC","","","","","","",""
"BKK","","","","","","",""
"BKIE","","","","","","",""
"BKI","","","","","","",""
"BKHY","","","","","","",""
"BKH","","","","","","",""
"BKF","","","","","","",""
"BKEPP","","","","","","",""
"BKEP","","","","","","",""
"BKEM","","","","","","",""
"BKE","","","","","","",""
"BKD","","","","","","",""
"BKCC","","","","","","",""
"BKAG","","","","","","",""
"BK","","","","","","",""
"BJUN","","","","","","",""
"BJUL","","","","","","",""
"BJRI","","","","","","",""
"BJK","","","","","","",""
"BJAN","","","","","","",""
"BJ","","","","","","",""
"BIZD","","","","","","",""
"BIVI","","","","","","",""
"BIV","","","","","","",""
"BIT","","","","","","",""
"BIS","ProShares UltraShort Nasdaq Biotechnology","13.71","$19.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bis"
"BIPC","","","","","","",""
"BIP","","","","","","",""
"BIOX","","","","","","",""
"BIOL","","","","","","",""
"BIOC","","","","","","",""
"BIO","","","","","","",""
"BIMI","NF Energy Saving Corporation","2.63","$23.86M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bimi"
"BILS","","","","","","",""
"BILL","","","","","","",""
"BILI","","","","","","",""
"BIL","","","","","","",""
"BIIB","","","","","","",""
"BIGC","","","","","","",""
"BIG","","","","","","",""
"BIF","","","","","","",""
"BIDU","","","","","","",""
"BICK","First Trust BICK Index Fund","27.3652","$123.14M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bick"
"BIBL","","","","","","",""
"BIB","ProShares Ultra Nasdaq Biotechnology","60.9","$207.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bib"
"BHVN","","","","","","",""
"BHV","","","","","","",""
"BHTG","","","","","","",""
"BHSEU","","","","","","",""
"BHR","","","","","","",""
"BHP","","","","","","",""
"BHLB","","","","","","",""
"BHK","","","","","","",""
"BHFAP","","","","","","",""
"BHFAO","","","","","","",""
"BHFAL","","","","","","",""
"BHF","","","","","","",""
"BHE","","","","","","",""
"BHC","","","","","","",""
"BHB","","","","","","",""
"BHAT","","","","","","",""
"BH","","","","","","",""
"BGY","","","","","","",""
"BGX","","","","","","",""
"BGT","","","","","","",""
"BGSF","","","","","","",""
"BGS","","","","","","",""
"BGRN","iShares Global Green Bond ETF","54.92","$38.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bgrn"
"BGR","","","","","","",""
"BGNE","","","","","","",""
"BGIO","","","","","","",""
"BGI","","","","","","",""
"BGH","","","","","","",""
"BGFV","","","","","","",""
"BGCP","","","","","","",""
"BGB","","","","","","",""
"BG","","","","","","",""
"BFZ","","","","","","",""
"BFY","","","","","","",""
"BFTR","","","","","","",""
"BFT","","","","","","",""
"BFST","","","","","","",""
"BFS","","","","","","",""
"BFRA","","","","","","",""
"BFOR","","","","","","",""
"BFO","","","","","","",""
"BFK","","","","","","",""
"BFIT","Global X Health & Wellness Thematic ETF","21.24","$20.18M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfit"
"BFIN","","","","","","",""
"BFEB","","","","","","",""
"BFC","","","","","","",""
"BFAM","","","","","","",""
"BETZ","","","","","","",""
"BEST","","","","","","",""
"BERY","","","","","","",""
"BEPC","","","","","","",""
"BEP","","","","","","",""
"BEN","","","","","","",""
"BELFB","","","","","","",""
"BELFA","","","","","","",""
"BEKE","","","","","","",""
"BEEMW","","","","","","",""
"BEEM","","","","","","",""
"BEDU","","","","","","",""
"BECN","","","","","","",""
"BEAT","","","","","","",""
"BEAM","","","","","","",""
"BE","","","","","","",""
"BDXB","","","","","","",""
"BDX","","","","","","",""
"BDTX","","","","","","",""
"BDSX","","","","","","",""
"BDSI","","","","","","",""
"BDRY","","","","","","",""
"BDR","","","","","","",""
"BDN","","","","","","",""
"BDL","","","","","","",""
"BDJ","","","","","","",""
"BDGE","","","","","","",""
"BDEC","","","","","","",""
"BDCZ","","","","","","",""
"BDCY","","","","","","",""
"BDCX","","","","","","",""
"BDCS","","","","","","",""
"BDC","","","","","","",""
"BCYC","","","","","","",""
"BCX","","","","","","",""
"BCV","","","","","","",""
"BCTG","","","","","","",""
"BCSF","","","","","","",""
"BCS","","","","","","",""
"BCRX","","","","","","",""
"BCPC","","","","","","",""
"BCOW","","","","","","",""
"BCOV","","","","","","",""
"BCOR","","","","","","",""
"BCO","","","","","","",""
"BCML","","","","","","",""
"BCM","","","","","","",""
"BCLI","","","","","","",""
"BCI","","","","","","",""
"BCH","","","","","","",""
"BCEL","","","","","","",""
"BCEI","","","","","","",""
"BCE","","","","","","",""
"BCDAW","","","","","","",""
"BCDA","","","","","","",""
"BCD","","","","","","",""
"BCC","","","","","","",""
"BCBP","","","","","","",""
"BCAT","","","","","","",""
"BC","","","","","","",""
"BBY","","","","","","",""
"BBW","","","","","","",""
"BBVA","","","","","","",""
"BBUS","","","","","","",""
"BBU","","","","","","",""
"BBSI","","","","","","",""
"BBSC","","","","","","",""
"BBSA","","","","","","",""
"BBRE","","","","","","",""
"BBQ","","","","","","",""
"BBP","Virtus LifeSci Biotech Products ETF","44.1163","$44.12M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbp"
"BBN","","","","","","",""
"BBMC","","","","","","",""
"BBL","","","","","","",""
"BBK","","","","","","",""
"BBJP","","","","","","",""
"BBIO","","","","","","",""
"BBIN","","","","","","",""
"BBIG","","","","","","",""
"BBI","","","","","","",""
"BBH","VanEck Vectors Biotech ETF","141.3","$373.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbh"
"BBGI","","","","","","",""
"BBF","","","","","","",""
"BBEU","","","","","","",""
"BBDO","","","","","","",""
"BBDC","","","","","","",""
"BBD","","","","","","",""
"BBCP","Concrete Pumping Holdings, Inc. ","4.8","$279.36M","2017","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbcp"
"BBCA","","","","","","",""
"BBC","Virtus LifeSci Biotech Clinical Trials ETF","32.1905","$32.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbc"
"BBBY","","","","","","",""
"BBAX","","","","","","",""
"BBAR","","","","","","",""
"BB","","","","","","",""
"BAX","","","","","","",""
"BAUG","","","","","","",""
"BATT","","","","","","",""
"BATRK","Liberty Media Corporation","28.3","$1.44B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batrk"
"BATRA","Liberty Media Corporation","28.39","$1.45B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batra"
"BATL","","","","","","",""
"BASI","","","","","","",""
"BAR","","","","","","",""
"BAPR","","","","","","",""
"BAP","","","","","","",""
"BANX","StoneCastle Financial Corp","23.14","$151.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banx"
"BANR","","","","","","",""
"BANFP","","","","","","",""
"BANF","","","","","","",""
"BAND","","","","","","",""
"BANC","","","","","","",""
"BAMH","","","","","","",""
"BAM","","","","","","",""
"BALY","","","","","","",""
"BAL","","","","","","",""
"BAK","","","","","","",""
"BAH","","","","","","",""
"BAF","","","","","","",""
"BAC","","","","","","",""
"BABA","","","","","","",""
"BAB","","","","","","",""
"BA","","","","","","",""
"B","","","","","","",""
"AZZ","","","","","","",""
"AZYO","","","","","","",""
"AZUL","","","","","","",""
"AZRX","","","","","","",""
"AZRE","","","","","","",""
"AZPN","","","","","","",""
"AZO","","","","","","",""
"AZN","","","","","","",""
"AZEK","","","","","","",""
"AZBO","","","","","","",""
"AZBL","","","","","","",""
"AZBA","","","","","","",""
"AZAO","","","","","","",""
"AZAL","","","","","","",""
"AZAA","","","","","","",""
"AYX","","","","","","",""
"AYTU","","","","","","",""
"AYRO","","","","","","",""
"AYLA","","","","","","",""
"AYI","","","","","","",""
"AY","","","","","","",""
"AXU","","","","","","",""
"AXTI","","","","","","",""
"AXTA","","","","","","",""
"AXSM","","","","","","",""
"AXS","","","","","","",""
"AXR","","","","","","",""
"AXP","","","","","","",""
"AXO","","","","","","",""
"AXNX","","","","","","",""
"AXLA","","","","","","",""
"AXL","","","","","","",""
"AXGN","","","","","","",""
"AXDX","","","","","","",""
"AXAS","","","","","","",""
"AX","","","","","","",""
"AWX","","","","","","",""
"AWTM","","","","","","",""
"AWRE","","","","","","",""
"AWR","","","","","","",""
"AWP","","","","","","",""
"AWK","","","","","","",""
"AWI","","","","","","",""
"AWH","","","","","","",""
"AWF","","","","","","",""
"AWAY","","","","","","",""
"AVYA","","","","","","",""
"AVY","","","","","","",""
"AVXL","","","","","","",""
"AVUV","","","","","","",""
"AVUS","","","","","","",""
"AVTR","","","","","","",""
"AVT","","","","","","",""
"AVSF","","","","","","",""
"AVRO","","","","","","",""
"AVO","","","","","","",""
"AVNW","","","","","","",""
"AVNT","","","","","","",""
"AVNS","","","","","","",""
"AVLR","","","","","","",""
"AVK","","","","","","",""
"AVIR","","","","","","",""
"AVIG","","","","","","",""
"AVID","","","","","","",""
"AVGR","","","","","","",""
"AVGOP","","","","","","",""
"AVGO","","","","","","",""
"AVEO","","","","","","",""
"AVEM","","","","","","",""
"AVDV","","","","","","",""
"AVDL","","","","","","",""
"AVDE","","","","","","",""
"AVD","","","","","","",""
"AVCTW","","","","","","",""
"AVCT","","","","","","",""
"AVCO","","","","","","",""
"AVB","","","","","","",""
"AVAV","","","","","","",""
"AVAL","","","","","","",""
"AVA","","","","","","",""
"AUY","","","","","","",""
"AUVI","","","","","","",""
"AUTO","","","","","","",""
"AUTL","","","","","","",""
"AUSF","","","","","","",""
"AUPH","","","","","","",""
"AUMN","","","","","","",""
"AUGZ","","","","","","",""
"AUDC","","","","","","",""
"AUBN","","","","","","",""
"AUBAP","","","","","","",""
"AUB","","","","","","",""
"AU","","","","","","",""
"ATXI","","","","","","",""
"ATVI","","","","","","",""
"ATV","","","","","","",""
"ATUS","","","","","","",""
"ATTO","","","","","","",""
"ATSG","","","","","","",""
"ATRS","","","","","","",""
"ATRO","","","","","","",""
"ATRI","","","","","","",""
"ATRC","","","","","","",""
"ATRA","","","","","","",""
"ATR","","","","","","",""
"ATOS","","","","","","",""
"ATOM","","","","","","",""
"ATO","","","","","","",""
"ATNX","","","","","","",""
"ATNM","","","","","","",""
"ATNI","","","","","","",""
"ATNFW","","","","","","",""
"ATNF","","","","","","",""
"ATMP","","","","","","",""
"ATLO","","","","","","",""
"ATLC","","","","","","",""
"ATKR","","","","","","",""
"ATIF","","","","","","",""
"ATI","","","","","","",""
"ATHX","","","","","","",""
"ATHM","","","","","","",""
"ATHE","","","","","","",""
"ATHA","","","","","","",""
"ATH","","","","","","",""
"ATGE","","","","","","",""
"ATEX","","","","","","",""
"ATEN","","","","","","",""
"ATEC","","","","","","",""
"ATCXW","","","","","","",""
"ATCX","","","","","","",""
"ATCO","","","","","","",""
"ATAX","","","","","","",""
"AT","","","","","","",""
"ASYS","","","","","","",""
"ASX","","","","","","",""
"ASUR","","","","","","",""
"ASTE","","","","","","",""
"ASTC","","","","","","",""
"ASRVP","","","","","","",""
"ASRV","","","","","","",""
"ASRT","","","","","","",""
"ASR","","","","","","",""
"ASPU","","","","","","",""
"ASPS","","","","","","",""
"ASPN","","","","","","",""
"ASPL","","","","","","",""
"ASO","","","","","","",""
"ASND","","","","","","",""
"ASML","","","","","","",""
"ASMB","","","","","","",""
"ASM","","","","","","",""
"ASLN","","","","","","",""
"ASIX","","","","","","",""
"ASHX","","","","","","",""
"ASHS","","","","","","",""
"ASHR","","","","","","",""
"ASH","","","","","","",""
"ASGN","","","","","","",""
"ASGI","","","","","","",""
"ASG","","","","","","",""
"ASET","FlexShares Real Assets Allocation Index Fund","30.2732","$11.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aset"
"ASEA","","","","","","",""
"ASC","","","","","","",""
"ASB","","","","","","",""
"ASAQ","","","","","","",""
"ASAN","","","","","","",""
"ASA","","","","","","",""
"ARYA","","","","","","",""
"ARWR","","","","","","",""
"ARW","","","","","","",""
"ARVN","","","","","","",""
"ARTW","","","","","","",""
"ARTNA","","","","","","",""
"ARTLW","","","","","","",""
"ARTL","","","","","","",""
"ARRY","","","","","","",""
"ARR","","","","","","",""
"ARQT","","","","","","",""
"ARPO","","","","","","",""
"AROW","","","","","","",""
"AROC","","","","","","",""
"ARNC","","","","","","",""
"ARNA","","","","","","",""
"ARMR","","","","","","",""
"ARMP","","","","","","",""
"ARMK","","","","","","",""
"ARLP","","","","","","",""
"ARLO","","","","","","",""
"ARL","","","","","","",""
"ARKW","","","","","","",""
"ARKR","","","","","","",""
